sample_id,source_sample,q1,q2,r1,theta_q1,theta_q2,theta_r,p_trace,spec_cost_old,spec_cost_new,spec_improvement_ratio
17,sample_000017,0.7601195532148909,0.02874473331508738,0.009156321164567624,-0.11911809559004993,-1.5414417162517244,-2.038278982538201,0.8916703794139201,0.09111380990567383,0.053900268759682984,1.6904147604886584
18,sample_000018,0.7652508894057454,0.17389871708106952,0.0013657615886825047,-0.1161961569756027,-0.7597036219459214,-2.8646251057469243,1.2146647491061704,0.4036087251871421,0.26906034423195335,1.5000676756705416
19,sample_000019,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.26558938717694186,0.917210134608112,0.07319470318845028,12.531099856319146
20,sample_000020,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026558938717694193,0.5245878689058562,0.07538673914993096,6.958622628079763
21,sample_000021,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026558938717694193,0.32221514927920486,0.022251319138279244,14.4807212227204
22,sample_000022,0.6782705043989696,0.01787058776609642,0.05240313270746739,-0.16859706846540679,-1.7478611632540395,-1.2806427497166704,0.7688665392730549,0.1469991042404462,0.05642973819983131,2.604993553574304
23,sample_000023,3.7482253762724453,0.018674537140373884,0.005099308492066062,0.5738256966044073,-1.7287501536289045,-2.2924887137926078,3.882385237576554,0.9063820557157571,0.2454662479855765,3.69249158755633
24,sample_000024,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026558938717694193,0.7186147405715639,0.1332210391944411,5.394153542990449
25,sample_000025,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026558938717694193,0.5174877226113827,0.06836634823427233,7.569333977560087
26,sample_000026,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026558938717694193,0.13974210973803458,0.06269964936924298,2.2287542457388034
27,sample_000027,0.023831200655874275,0.005374150631833082,0.0008924917891190505,-1.6228540766176573,-2.269690164911207,-3.049395770685451,0.03775471502532099,5.898614120773485,5.177152870039851,1.139354828579377
28,sample_000028,0.7322384772080653,18.81086468089132,0.14342021140063063,-0.13534745382093227,1.2744087592669473,-0.8433896416860671,20.387561655552666,8.861247511819554,8.483892936020316,1.0444789412885083
29,sample_000029,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026558938717694193,0.14854862628751977,0.04916893151618619,3.0211888220230745
30,sample_000030,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.2803685553696024,0.07102489887053415,3.947468561421887
31,sample_000031,0.10884129611624745,0.023486231642499245,0.004884489481438437,-0.9632062951467582,-1.629186660027651,-2.311180821296375,0.17093890370794007,0.6460753407284349,0.22321516128417848,2.8944061730014248
32,sample_000032,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.38062623998214706,0.3759830684497607,1.0123494165615778
33,sample_000033,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.5392849451782425,0.09018386314355771,5.97983859174219
34,sample_000034,3.8739754516494918,0.003333653892106359,0.002850621383702599,0.5881568643833646,-2.4770794916558825,-2.5450604613604817,3.9027302941491686,4.928708699388016,4.448970841464871,1.1078311984991986
35,sample_000035,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.26603993052767066,0.7646254983125181,0.04086095498271044,18.71286411773918
36,sample_000036,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.21751269149303493,0.025863873561107253,8.409903914010746
37,sample_000037,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.5240839852232151,0.07499439407400528,6.988308815536843
38,sample_000038,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.14802969588925977,0.023841009263201943,6.209036465488071
39,sample_000039,1.007225300441961,0.01705660401148575,0.012295389187587704,0.0031266262581963744,-1.768107433068005,-1.9102577199267525,1.1059743022689477,0.8557609553982395,0.3310022119229079,2.5853632530937602
40,sample_000040,0.001000186683307589,13.203135445936223,0.00010000000065510054,-2.999918932036433,1.1206770785670863,-3.9999999971549345,13.205357681039484,2.1141591962448887,2.1141591962448887,1.0
41,sample_000041,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.19151116137133806,0.024853177426933062,7.705701290483684
42,sample_000042,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.6317982623352874,0.18257941693250304,3.460402453628461
43,sample_000043,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.41233050833564366,0.04906722279013229,8.403379789788424
44,sample_000044,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026603993052767054,0.21712994773578148,0.10622459045598179,2.044064814029644
45,sample_000045,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2922703432087707,0.7967275114362565,0.2905345799436114,2.742281182470224
46,sample_000046,1.8604159136518132,0.03158394859176374,0.0007396628811993514,0.2696100457296158,-1.5005335758978529,-3.130966175126374,2.07928046650701,1.4269532673635743,0.15640447578530295,9.123481026990294
47,sample_000047,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2922703432087707,0.4419032974933948,0.017151117527461752,25.76527720632986
48,sample_000048,2.85446085642183,0.009915317901367867,0.000608100071484744,0.4555240918490737,-2.003693357041475,-3.2160249455341665,2.9444749658579155,0.507810180441545,0.2392774246967838,2.122265320621242
49,sample_000049,0.011784770055456348,10.67563830006129,0.00017386847552132006,-1.9286788870149834,1.0283938510888184,-3.7597791537547627,10.711360143536764,3.209862106172949,1.3094388028654453,2.451326552374045
50,sample_000050,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029227034320877046,0.329087388228845,0.08704068561564804,3.7808455425319187
51,sample_000051,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.029227034320877046,0.5453812476309176,0.12732831602183187,4.283267576847603
52,sample_000052,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2922703432087707,0.6944276157586293,0.13349813442400316,5.201777678428518
53,sample_000053,14.225476490171676,15.405691432894871,3.3517311168656776,1.1530668222436617,1.1876811949445591,0.5252691713110617,43.15908786233178,2.3085624494447976,2.3085624494447976,1.0
54,sample_000054,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2922703432087707,0.7599792570005038,0.1967890200785301,3.8618986806135247
55,sample_000055,0.06666953683287277,0.05452099068399075,0.0022825349248037116,-1.176072561997974,-1.2634362613355021,-2.641582568653031,0.17809376718217235,0.6931744558169923,0.3037044945237201,2.282397752802613
56,sample_000056,1.4661669985631907,0.0051975217377662674,0.02020602002478139,0.1661834398984805,-2.284203685628586,-1.6945192209475195,1.5132779674448165,0.6662177036975274,0.25115466622840177,2.652619255306467
57,sample_000057,0.7534923155414751,0.07053121902271865,0.036160869560673145,-0.12292117246010115,-1.1516186099840535,-1.4417611345887824,1.0504579560848477,0.9299721811875449,0.21219409477280374,4.382648735740108
58,sample_000058,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2922703432087707,0.7677539167532538,0.2612103704460581,2.939216829110545
59,sample_000059,2.134837784887225,0.0036597327110909,0.003307052145094564,0.3293648808576135,-2.4365506321840664,-2.48055895714306,2.1700699274137434,0.7626126438366972,0.23804438277966883,3.203657380743837
60,sample_000060,0.09771729251692568,0.0030464126243605473,0.020595867916733655,-1.0100285746626678,-2.516211273571761,-1.686219902007828,0.11400525089899992,0.4982920703826622,0.3155587978168525,1.579078364571114
61,sample_000061,0.10894382444385434,0.021098159254911666,0.061264824952511655,-0.962797383003509,-1.675755433816386,-1.2127888030283884,0.17245920344138482,0.7363320932197011,0.06395810639301512,11.512725043718868
62,sample_000062,7.905169556320595,0.20922323404668028,0.30694553004951325,0.8979111894592062,-0.6793900891260876,-0.5129386867305508,9.074534428515872,0.7655588875200916,0.23217516485099948,3.2973332354965526
63,sample_000063,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027930048897705492,0.4964180587949022,0.047300447890057926,10.49499700190459
64,sample_000064,0.34251754284128105,0.05276503338554621,0.8924853198117417,-0.46531718018891155,-1.2776537827370804,-0.04939891871962132,0.5141056373209868,0.774911920280954,0.18427344422477102,4.205228395990366
65,sample_000065,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027930048897705492,1.837338944205762,0.4233331693040127,4.340172416034554
66,sample_000066,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027930048897705492,0.24398106435692105,0.0352613600843974,6.919218764476384
67,sample_000067,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027930048897705492,0.22301980555142611,0.07657512205667505,2.9124316039139173
68,sample_000068,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027930048897705492,0.4705129375341029,0.021388551506900097,21.998354464644887
69,sample_000069,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027930048897705492,1.010714054209807,0.03134350281757571,32.2463657011256
70,sample_000070,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.27930048897705506,0.8548051793633256,0.17130067705321242,4.99008640285637
71,sample_000071,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027930048897705492,0.0915914318708797,0.018067152253204932,5.069500195009001
72,sample_000072,3.336955812795152,0.16881318818722826,0.005781623258641868,0.5233504558647741,-0.7725936280112711,-2.2379502111820697,4.121117307790303,0.7671833777547425,0.20618437651726274,3.7208608659565936
73,sample_000073,0.11050966485646249,0.033120961062867715,0.0009483838786967549,-0.9565997381754432,-1.479897069887019,-3.0230158370773874,0.1967511602195141,0.80477127443604,0.07502624548483725,10.726530019400794
74,sample_000074,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027930048897705492,0.32457798404098775,0.022967025472475318,14.132347457443982
75,sample_000075,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026568997535989146,0.5906417467523477,0.016877817175206894,34.995150179727396
76,sample_000076,7.257958355233957,0.07456642323225302,0.0030639506640075414,0.8608144719736615,-1.1274566884468387,-2.5137182320295732,7.752776326816662,1.0555708792977134,0.23521196589718124,4.487743109800535
77,sample_000077,1.3313139173793136,0.03791526742479271,0.0022705997517435696,0.12428047208704474,-1.4211858764912861,-2.6438594139655347,1.5245476871211305,0.8786103287939042,0.3689420632178424,2.3814317107971705
78,sample_000078,0.09958803427305034,0.011007938028505327,0.004898036696863533,-1.0017928399032918,-1.9582940240535067,-2.309977965396353,0.13598900247256046,0.7796142768857861,0.20697112296112927,3.766778020681675
79,sample_000079,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026568997535989146,4.743709386671609,4.294542041067862,1.1045902779175167
80,sample_000080,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2656899753598916,1.1483720003799307,0.10804840724252557,10.62831030727083
81,sample_000081,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026568997535989146,0.35908393011893786,0.02210591926943047,16.243790893396724
82,sample_000082,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026568997535989146,0.4521984560863767,0.002786439861853581,162.28538152822992
83,sample_000083,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026568997535989146,0.6144511517541309,0.06461615463576761,9.509249741302428
84,sample_000084,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026568997535989146,0.5777817158570431,0.12832693422858596,4.502419693342421
85,sample_000085,4.189804377555702,0.015453196428188478,0.002623600275053833,0.6221937461807565,-1.8109816749741996,-2.5811023322392983,4.312815340334301,0.48097927612950897,0.2656792935247519,1.8103754709235507
86,sample_000086,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026568997535989146,0.5576789655955379,0.035100960858910527,15.887854689709119
87,sample_000087,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.026568997535989146,0.2192482914307796,0.09779838369152809,2.241839621013821
88,sample_000088,0.12358286843989172,0.05746804635642569,0.006199493675859845,-0.9080417287430684,-1.2405735665872966,-2.2076437786887535,0.24230150640652517,0.04514850941341064,0.032223105713949464,1.401122220005806
89,sample_000089,9.660657275195843,0.12977789895240166,0.048969799534404765,0.985006675202234,-0.8867992611586519,-1.3100716738310778,10.470002383693133,0.603060294488416,0.2689316393881525,2.242429696485103
90,sample_000090,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.025341040556583098,0.2027852219025961,0.03325419629137874,6.098034068415265
91,sample_000091,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.025341040556583098,0.5507719314470043,0.10170258020897244,5.415515814006987
92,sample_000092,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.025341040556583098,0.5047756595831405,0.05560546805272823,9.077806144972719
93,sample_000093,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.025341040556583098,0.40251602995411445,0.0629109740631689,6.398184672040656
94,sample_000094,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.025341040556583098,0.41380403253085896,0.05627741014184536,7.352933112733502
95,sample_000095,0.5743653991791592,0.0037987415454806043,0.10895134603948968,-0.24081173067065986,-2.4203602534813213,-0.9627673998930657,0.599479810840645,0.7652459919227286,0.27649643769271093,2.7676522645590027
96,sample_000096,3.132397491631642,0.05260101644174669,0.03715224171310682,0.49587686752024585,-1.279005863626172,-1.4300149764051557,3.411555000875873,0.7397142115809423,0.3674845655401639,2.0129123259738533
97,sample_000097,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2534104055658311,0.8113357345855172,0.0882080815920745,9.197975060126643
98,sample_000098,0.46088763109515407,0.0727500038786134,0.013317997872920075,-0.33640494693992373,-1.138166979187961,-1.875561058806678,0.6527651654510238,0.08422114034163598,0.033116070864232974,2.543210536265613
99,sample_000099,4.92604892681515,0.05638395112007612,0.012754998733625863,0.692498721051666,-1.248844494099,-1.8943195801729154,5.255894042678084,0.49141151171706354,0.25443368703615943,1.9313932735928379
100,sample_000100,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2534104055658311,1.6268539037889251,0.05795407697303144,28.071431532693914
101,sample_000101,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2534104055658311,1.0116161038901377,0.13020735118427507,7.769270280742098
102,sample_000102,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.025341040556583098,0.1883066273137917,0.02575656231551894,7.311015538759707
103,sample_000103,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.025341040556583098,0.05529602745686905,0.04658600057211211,1.1869666161033587
104,sample_000104,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.025341040556583098,0.3563693305876052,0.031170882397511902,11.43276362994623
105,sample_000105,0.28568414762604283,0.10256913684371782,0.001794207083552949,-0.5441138575855504,-0.9889832992130758,-2.746127433056658,0.5290701244597109,0.793238606535603,0.07209843579980019,11.00216111120959
106,sample_000106,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.0273237070163308,1.032021614240356,0.041322772135455446,24.974646203730092
107,sample_000107,0.08538743468739446,0.03258603295798703,0.16433643191289835,-1.0686060338476233,-1.4869685075717598,-0.7842661467001193,0.16141585883757062,0.793375469939541,0.07026608030728926,11.291016468684932
108,sample_000108,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.273237070163308,0.8029288523340491,0.11895005136390766,6.7501345575515845
109,sample_000109,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.273237070163308,0.46333397001625015,0.15935559018867645,2.9075476390107458
110,sample_000110,0.46138219460614704,0.0009585353840695868,0.0017004899297132098,-0.3359391695321037,-3.018391850628872,-2.7694259356118436,0.47057945350703195,0.7559062776415333,0.20549235440862682,3.6785129053433994
111,sample_000111,0.07182655745357212,0.036442833613711575,0.0007125654969813419,-1.1437149481949243,-1.4383878618045831,-3.147175210378754,0.14914402458292947,0.11537449917143741,0.11537449917143741,1.0
112,sample_000112,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.0273237070163308,0.9369532412716072,0.48786200948464237,1.9205292132940759
113,sample_000113,0.16401617894076134,0.1646461908237351,0.266227471861582,-0.7851133100124681,-0.78344831246722,-0.5747471319481159,0.449739684307942,0.7481406942131636,0.16471212447360994,4.542110646706098
114,sample_000114,0.17024694485671077,0.06941488415505241,0.001171267945858896,-0.7689206729175391,-1.1585473967882196,-2.9313437419075514,0.3282328840932088,0.7397917814931252,0.016641834552666785,44.45373970951878
115,sample_000115,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.273237070163308,0.6083198198487738,0.16155721311866827,3.765352274317495
116,sample_000116,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.273237070163308,0.8244573341300087,0.10083844627768682,8.176021790931161
117,sample_000117,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.0273237070163308,0.4861814077299295,0.03704189183773599,13.125177565435195
118,sample_000118,7.801930727811629,0.030460144910862432,0.11253590119393662,0.8922020899564549,-1.5162680348857864,-0.9487089068581653,8.071753117045255,0.7603169600260397,0.2678885749041617,2.838183600394479
119,sample_000119,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.0273237070163308,0.6206065413942684,0.021933142547449828,28.295377192377135
120,sample_000120,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.5054773019926914,0.05608022648593208,9.013467556510173
121,sample_000121,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.7495447401034319,0.30048544185012993,2.4944461052368543
122,sample_000122,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.4495665932638998,0.03789066626259552,11.86483737573382
123,sample_000123,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.23827698415008214,0.1388562496649931,1.715997549443782
124,sample_000124,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.362093934242565,0.021771244692425522,16.631751622751352
125,sample_000125,9.455409035718098,0.012276954844562335,0.011434099506245183,0.9756803209243552,-1.9109093415176677,-1.9417980326198085,9.605828216471135,0.7761605246142715,0.23278936403810718,3.334175200922047
126,sample_000126,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.48384267329056746,0.034831463116455054,13.890966097889551
127,sample_000127,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.020162586372774412,0.016979175863302845,1.1874891063677526
128,sample_000128,0.07299870314370635,0.01735079629224323,0.14520073962406327,-1.1366848552567363,-1.760680589034981,-0.8380311714194564,0.1333422011347779,0.5974801806816283,0.08557219816807722,6.982176378221388
129,sample_000129,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.10590767167232815,0.059601569379250555,1.7769275670985671
130,sample_000130,6.10055489278548,0.08944242116115672,0.09839674649006859,0.7853693392590682,-1.0484564531663025,-1.007019261373232,6.867141359165534,1.5664379660412588,0.2806321141342142,5.581820066723011
131,sample_000131,0.11473224001959996,0.013641721361779012,0.015846855161315464,-0.9403145272149054,-1.865130825372065,-1.8000569114651341,0.17544831161484173,1.0258242958588832,0.07106623176418123,14.434764168485415
132,sample_000132,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.031130433754713492,0.30725219518758523,0.015401803567190345,19.9491049114604
133,sample_000133,1.6477378242244745,0.0811637689655155,0.05005116649329665,0.2168881111532599,-1.0906377940324736,-1.300585796392486,2.1365031838419895,0.7595593013203927,0.20445247835855376,3.7150897236292404
134,sample_000134,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3113043375471348,1.1882776019577768,0.01231220157949384,96.51219518180008
135,sample_000135,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.30639752113980845,0.7064583639197142,0.049185975111847406,14.36300413508626
136,sample_000136,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.30639752113980845,0.8059065721768418,0.29996653521270067,2.6866549350426325
137,sample_000137,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030639752113980852,0.505745084621508,0.056519874159277644,8.948092899079656
138,sample_000138,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.30639752113980845,0.3088840752781192,0.028920435983361602,10.680477827368343
139,sample_000139,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.30639752113980845,1.5842579859297774,0.21407729469011577,7.400401748457468
140,sample_000140,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.30639752113980845,0.6504309895658482,0.16219544120379892,4.010168132583827
141,sample_000141,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030639752113980852,0.175738999624144,0.018628249100103137,9.434005240093713
142,sample_000142,0.010203192873803899,3.7067513667859577,0.00017349774412757883,-1.9912639036801623,0.5689934563683234,-3.760706167670304,3.741976670661819,1.4312677699307972,0.9701446442126733,1.4753137879685467
143,sample_000143,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030639752113980852,0.47061599741603566,0.021369422398184165,22.022869343254946
144,sample_000144,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.30639752113980845,0.6065134966650683,0.23974708038952347,2.529805558756543
145,sample_000145,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030639752113980852,0.48441526402620283,0.035123678856898925,13.791700635910322
146,sample_000146,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030639752113980852,0.358278799505902,0.10471943035410405,3.421321127267388
147,sample_000147,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.30639752113980845,1.0897142935669522,0.9292535156266998,1.1726770738467809
148,sample_000148,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.030639752113980852,0.5211489982141716,0.004478379278533079,116.37000035085845
149,sample_000149,1.9730168310628142,0.11328272530726542,0.18085182418238788,0.2951307900705018,-0.9458363114580699,-0.742677106319837,2.6040602960486736,0.7581474475536317,0.06375565333310008,11.89145445020518
150,sample_000150,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.5438901037558832,0.017167459809886352,31.681454902411897
151,sample_000151,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.5397370206370189,0.46291432477239236,1.1659544579926298
152,sample_000152,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.5609886355065848,0.11170894559986529,5.0218774556875
153,sample_000153,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.495367893379825,0.21881190144894747,2.2638983076311447
154,sample_000154,0.47182508496739006,0.008134805281871176,0.03397836358053919,-0.32621897321449733,-2.089652838058525,-1.4687975408600051,0.5199716273781949,0.6260861897456564,0.24205145675492998,2.586583027176533
155,sample_000155,0.6624574554308539,0.003875294959462108,0.006981110764920615,-0.17884200790423588,-2.4116952365404685,-2.156075471259875,0.6903796400526296,0.784310017719895,0.08057183610201565,9.734294955458685
156,sample_000156,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.493985469620633,0.044525873410584116,11.09434654016712
157,sample_000157,0.3118444983558721,3.3942142100810755,0.004392708041218831,-0.5060619134847837,0.5307392473277179,-2.3572676609052294,4.114471824971598,2.8873845223141994,0.9841546918611455,2.9338726383083493
158,sample_000158,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.45079447703918074,0.30049998073364964,1.500148106294708
159,sample_000159,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,1.0780200818365195,0.029983439489955837,35.953849864277444
160,sample_000160,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.30867655385925286,0.007965533153967945,38.75152458633468
161,sample_000161,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.350750771883782,0.06011602287652879,5.834563816774484
162,sample_000162,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.027505026885597847,0.29520165671705045,0.10347329999292411,2.8529258923532685
163,sample_000163,1.0862174105291937,0.000621807147985498,0.004937106435782922,0.0359167596388561,-3.206344289830917,-2.3065275100146323,1.0914611070504776,0.7448799408187377,0.23579996046149543,3.1589485399441855
164,sample_000164,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.2750502688559787,0.7635989695259091,0.04076151573131293,18.733331080210878
165,sample_000165,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032271588438929175,0.510511002571602,0.061346279326615696,8.321792424501801
166,sample_000166,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032271588438929175,0.3928390215103865,0.11741173079394762,3.3458242958687117
167,sample_000167,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032271588438929175,0.3281747225318172,0.011525441928641982,28.473938315221314
168,sample_000168,1.215329111306838,0.007599258994209821,0.0035154165342968164,0.08469390087247586,-2.1192287538264907,-2.454023208957368,1.3196012750060857,0.6898140945085272,0.19619599196396964,3.5159438661479276
169,sample_000169,1.3371820028324843,0.0031798236707041316,0.046046781760074026,0.12619052277908605,-2.4975969620795295,-1.336800717534059,1.3912380722379123,0.7545459900169881,0.27929896392898923,2.701571031279689
170,sample_000170,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3227158843892917,0.7161434358829695,0.158229085531179,4.525991119008607
171,sample_000171,0.1,0.1,0.01,-1.0,-1.0,-2.0,0.3227158843892917,0.7031127840285116,0.17113557544679556,4.10851327780823
172,sample_000172,4.804607136959905,0.02332162059245426,0.0005759615685601024,0.6816578820720309,-1.6322412742429502,-3.2396064942141343,5.145592408382351,1.0559417108258733,0.5959571954289185,1.7718415331253745
173,sample_000173,0.01,0.01,0.001,-2.0,-2.0,-3.0,0.032271588438929175,0.531638706296382,0.004216245849276441,126.09290949853354
